post_id,handle,platform,post_date,post_time_est,follower_count,impressions,engagement_rate,disclosure_pattern,compliance_status,health_claim_detected,health_claim_compliant,penalty_exposure_usd,review_date,reviewer,action_required,notes
POST-0113,@immunity_insider,TikTok,2026-02-09,14:30:00,40732,11273,4.64,"No disclosure",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-14,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0114,@probiotic_life,Reels,2026-02-20,17:15:00,52900,17772,1.52,"Verbal only (video)",COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,0,2026-03-25,Sarah Chen,NONE,Follow up required before next post
POST-0115,@fitandfueled,Instagram,2026-03-20,12:30:00,36844,12505,4.33,"Verbal only (video)",COMPLIANT,"Gut health support (compliant with RCT)",Yes,0,2026-03-25,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-0116,@fitandfueled,YouTube,2026-03-04,10:15:00,35311,8899,1.19,"Disclosure in bio only",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-09,Jordan Ellis,UPDATE DISCLOSURE,Compliant - no action needed
POST-0117,@holistic_health_hub,Instagram,2026-02-14,22:30:00,59567,15886,3.71,"Verbal only (video)",COMPLIANT,"may help immune function (PROHIBITED)",No,0,2026-03-19,Sarah Chen,NONE,Formal notice issued
POST-0118,@cleanwellness,YouTube,2026-01-22,08:30:00,77076,27256,3.55,"#ad first hashtag",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-02-27,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-0119,@nutriscience,Instagram Stories,2026-01-05,20:45:00,64310,17178,3.86,"#sponsored in middle",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-02-10,Sarah Chen,UPDATE DISCLOSURE,Compliant - no action needed
POST-0120,@cleanwellness,TikTok,2026-02-21,20:45:00,88523,22268,3.27,"#ad buried as last hashtag",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-26,Casey Park,UPDATE DISCLOSURE,Influencer agreement updated
POST-0121,@wellnesswithjenna,YouTube,2026-03-05,14:00:00,35036,12666,2.75,"Ad: at beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-10,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0122,@immunity_insider,Instagram,2026-03-06,20:15:00,69998,14623,1.67,"#ad first hashtag",COMPLIANT,"Gut health support (compliant with RCT)",Yes,0,2026-03-11,Sarah Chen,NONE,Follow up required before next post
POST-0123,@vitalitycoach,Instagram Stories,2026-03-05,15:15:00,47292,18235,1.99,"Verbal only (video)",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-03-10,Jordan Ellis,NONE,Follow up required before next post
POST-0124,@holistic_health_hub,Instagram Stories,2026-02-27,13:30:00,63656,13046,4.69,"Ad: at beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0125,@probiotic_life,Reels,2026-02-15,21:15:00,62282,19266,4.16,"#ad at post beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-20,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0126,@supplementspro,YouTube,2026-03-15,13:00:00,74260,27202,6.18,"Disclosure in bio only",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-20,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-0127,@fitandfueled,Instagram,2026-02-24,10:30:00,26156,5073,2.62,"#sponsored in middle",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-0128,@cleanwellness,Instagram,2026-02-24,13:30:00,68372,30584,4.0,"Platform Paid Partnership only",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-28,Casey Park,NONE,Verbal reminder sent to influencer
POST-0129,@probiotic_life,Instagram,2026-01-28,09:30:00,88362,26634,4.16,"#sponsored in middle",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-02-28,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-0130,@vitalitycoach,Reels,2026-03-14,19:30:00,35023,13019,4.32,"#ad first hashtag",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-03-19,Casey Park,NONE,Follow up required before next post
POST-0131,@wellnesswithjenna,YouTube,2026-03-15,09:45:00,77448,12614,4.5,"Verbal only (video)",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-20,Jordan Ellis,NONE,Compliant - no action needed
POST-0132,@supplementspro,Instagram Stories,2026-02-06,09:30:00,43760,10707,3.24,"Verbal only (video)",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-11,Jordan Ellis,NONE,Influencer agreement updated
POST-0133,@immunity_insider,YouTube,2026-03-21,14:30:00,31555,13175,5.47,"#ad buried as last hashtag",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-26,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-0134,@nourishednaturally,TikTok,2026-02-25,14:15:00,79477,20644,1.05,"Platform Paid Partnership only",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-03-28,Sarah Chen,NONE,Influencer agreement updated
POST-0135,@fitandfueled,Reels,2026-02-04,19:00:00,51521,11618,2.6,"Disclosure in bio only",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-09,Jordan Ellis,UPDATE DISCLOSURE,Influencer agreement updated
POST-0136,@vitalitycoach,TikTok,2026-02-17,12:45:00,79066,13295,0.94,"Verbal only (video)",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-22,Sarah Chen,NONE,Follow up required before next post
POST-0137,@vitamindiary,Instagram Stories,2026-03-06,09:30:00,30851,9092,2.25,"Platform Paid Partnership only",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-03-11,Sarah Chen,NONE,Corrected in subsequent post
POST-0138,@fitandfueled,Instagram,2026-02-12,22:15:00,65343,18728,2.73,"Platform Paid Partnership only",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-17,Jordan Ellis,NONE,Influencer agreement updated
POST-0139,@vitalitycoach,Instagram Stories,2026-02-15,21:15:00,87064,20599,1.19,"#ad first hashtag",COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,0,2026-03-20,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-0140,@immunity_insider,Instagram Stories,2026-03-17,15:15:00,60463,24519,2.83,"Verbal only (video)",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-22,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-0141,@vitalitycoach,TikTok,2026-01-08,20:30:00,91380,24687,1.15,"Ad: at beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-13,Sarah Chen,UPDATE DISCLOSURE,Compliant - no action needed
POST-0142,@vitamindiary,Instagram Stories,2026-02-12,20:30:00,61552,16804,5.54,"No disclosure",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-17,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0143,@nutriscience,Instagram,2026-02-09,09:15:00,93104,16381,4.91,"#ad buried as last hashtag",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-14,Casey Park,UPDATE DISCLOSURE,Influencer agreement updated
POST-0144,@vitamindiary,Instagram Stories,2026-02-18,11:30:00,56015,13951,1.51,"#sponsored in middle",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-23,Casey Park,UPDATE DISCLOSURE,Formal notice issued
POST-0145,@vitalitycoach,Reels,2026-02-12,12:30:00,41048,16298,5.17,"Platform Paid Partnership only",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-17,Casey Park,NONE,Follow up required before next post
POST-0146,@immunity_insider,YouTube,2026-02-17,13:45:00,77489,30938,5.04,"Disclosure in bio only",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-22,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-0147,@vitamindiary,Instagram,2026-01-17,11:00:00,81644,20411,4.92,"#ad first hashtag",COMPLIANT,"may help immune function (PROHIBITED)",No,0,2026-02-22,Casey Park,NONE,Corrected in subsequent post
POST-0148,@guthealth_guru,YouTube,2026-03-28,22:15:00,82258,34417,2.4,"#ad buried as last hashtag",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0149,@holistic_health_hub,Reels,2026-03-21,08:00:00,45925,15037,2.55,"No disclosure",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-26,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-0150,@wellnesswithjenna,Instagram Stories,2026-03-25,10:00:00,84392,20636,0.99,"Ad: at beginning",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Influencer agreement updated
POST-0151,@vitamindiary,Reels,2026-02-02,18:30:00,60548,22257,6.03,"Ad: at beginning",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-07,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0152,@vitamindiary,Reels,2026-01-12,14:45:00,20390,3690,3.72,"Ad: at beginning",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-02-17,Sarah Chen,UPDATE DISCLOSURE,Formal notice issued
POST-0153,@holistic_health_hub,Instagram Stories,2026-03-26,21:15:00,50494,15842,3.58,"#ad at post beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Compliant - no action needed
POST-0154,@guthealth_guru,YouTube,2026-02-09,18:30:00,57550,22302,4.05,"Platform Paid Partnership only",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-03-14,Sarah Chen,NONE,Formal notice issued
POST-0155,@immunity_insider,Instagram,2026-02-27,21:30:00,90042,22215,2.08,"#ad at post beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0156,@cleanwellness,YouTube,2026-03-04,19:45:00,90928,20399,3.12,"Disclosure in bio only",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-09,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0157,@holistic_health_hub,Instagram Stories,2026-01-21,15:00:00,36416,7219,2.98,"#sponsored in middle",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-02-26,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0158,@holistic_health_hub,YouTube,2026-01-01,16:30:00,75270,32605,5.77,"#ad first hashtag",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-02-06,Sarah Chen,NONE,Follow up required before next post
POST-0159,@vitalitycoach,TikTok,2026-03-08,22:30:00,67098,21052,4.86,"Disclosure in bio only",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-13,Sarah Chen,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0160,@digestive_digest,Instagram Stories,2026-02-23,20:45:00,92960,41431,1.11,"#ad buried as last hashtag",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Follow up required before next post
POST-0161,@immunity_insider,Instagram,2026-03-24,16:30:00,89611,26793,3.08,"Verbal only (video)",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-28,Casey Park,NONE,Follow up required before next post
POST-0162,@digestive_digest,Reels,2026-02-03,09:30:00,65994,15009,2.44,"No disclosure",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-08,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0163,@wellnesswithjenna,Instagram Stories,2026-01-12,21:15:00,62106,27734,4.01,"#ad first hashtag",COMPLIANT,"promising results (PROHIBITED)",No,0,2026-02-17,Sarah Chen,NONE,Compliant - no action needed
POST-0164,@guthealth_guru,Reels,2026-02-23,20:30:00,80284,17713,1.54,"#ad buried as last hashtag",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0165,@digestive_digest,Instagram Stories,2026-02-09,09:45:00,42603,13080,6.01,"Verbal only (video)",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-03-14,Casey Park,NONE,Compliant - no action needed
POST-0166,@nourishednaturally,YouTube,2026-03-14,18:15:00,41716,11002,4.15,"#ad at post beginning",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-19,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0167,@vitamindiary,TikTok,2026-02-25,16:45:00,55394,11248,3.72,"#ad buried as last hashtag",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0168,@microbiome_maven,Instagram Stories,2026-01-25,08:15:00,17563,6575,4.48,"Ad: at beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-02-28,Casey Park,UPDATE DISCLOSURE,Follow up required before next post
POST-0169,@immunity_insider,Reels,2026-03-11,14:15:00,34227,10694,5.38,"Platform Paid Partnership only",COMPLIANT,"No health claim made (compliant)",Yes,0,2026-03-16,Sarah Chen,NONE,Compliant - no action needed
POST-0170,@guthealth_guru,TikTok,2026-03-16,11:00:00,58032,24633,1.37,"Disclosure in bio only",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-21,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-0171,@nourishednaturally,Reels,2026-02-10,08:45:00,41723,10273,2.2,"Platform Paid Partnership only",COMPLIANT,"may help immune function (PROHIBITED)",No,0,2026-03-15,Casey Park,NONE,Influencer agreement updated
POST-0172,@supplementspro,YouTube,2026-01-02,14:30:00,73044,24124,3.18,"Ad: at beginning",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-02-07,Jordan Ellis,UPDATE DISCLOSURE,Compliant - no action needed
POST-0173,@immunity_insider,TikTok,2026-03-22,09:30:00,35922,11179,1.92,"Platform Paid Partnership only",COMPLIANT,"Gut health support (compliant with RCT)",Yes,0,2026-03-27,Jordan Ellis,NONE,Compliant - no action needed
POST-0174,@wellnesswithjenna,Reels,2026-03-13,08:30:00,72416,16056,2.9,"#ad buried as last hashtag",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-03-18,Sarah Chen,UPDATE DISCLOSURE,Formal notice issued
POST-0175,@digestive_digest,Reels,2026-01-27,11:30:00,72756,29517,4.34,"#sponsored in middle",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-28,Casey Park,UPDATE DISCLOSURE,Influencer agreement updated
POST-0176,@microbiome_maven,Reels,2026-02-07,22:15:00,60379,18111,1.75,"No disclosure",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-12,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0177,@vitamindiary,TikTok,2026-03-28,17:15:00,26212,10029,3.57,"#ad first hashtag",COMPLIANT,"promising results (PROHIBITED)",No,0,2026-03-28,Jordan Ellis,NONE,Follow up required before next post
POST-0178,@nourishednaturally,Instagram,2026-02-27,19:30:00,35811,7861,5.55,"#ad at post beginning",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Follow up required before next post
POST-0179,@fitandfueled,Reels,2026-01-11,18:15:00,62416,21800,1.22,"Disclosure in bio only",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-02-16,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-0180,@nutriscience,Instagram Stories,2026-02-09,08:00:00,65117,27527,3.74,"Verbal only (video)",COMPLIANT,"No health claim made (compliant)",Yes,0,2026-03-14,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-0181,@cleanwellness,YouTube,2026-03-13,12:00:00,89390,20057,3.25,"#ad first hashtag",COMPLIANT,"No health claim made (compliant)",Yes,0,2026-03-18,Jordan Ellis,NONE,Compliant - no action needed
POST-0182,@probiotic_life,Reels,2026-02-08,15:45:00,26490,8092,0.98,"Ad: at beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-13,Jordan Ellis,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0183,@supplementspro,Reels,2026-02-18,17:15:00,58418,17551,1.36,"#ad first hashtag",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-23,Sarah Chen,NONE,Corrected in subsequent post
POST-0184,@wellnesswithjenna,TikTok,2026-02-12,19:45:00,84892,37476,2.75,"No disclosure",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-17,Casey Park,UPDATE DISCLOSURE,Follow up required before next post
POST-0185,@vitamindiary,TikTok,2026-03-28,13:30:00,26647,6581,1.14,"Platform Paid Partnership only",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-28,Sarah Chen,NONE,Corrected in subsequent post
POST-0186,@vitamindiary,TikTok,2026-02-13,20:45:00,46816,19897,4.04,"No disclosure",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-18,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-0187,@vitalitycoach,Instagram Stories,2026-02-04,10:30:00,55922,19474,2.19,"Ad: at beginning",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-09,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0188,@probiotic_life,Instagram,2026-02-19,22:15:00,85285,22968,1.12,"Verbal only (video)",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-24,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-0189,@vitamindiary,YouTube,2026-02-12,10:45:00,79536,31555,2.42,"Disclosure in bio only",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-17,Sarah Chen,UPDATE DISCLOSURE,Compliant - no action needed
POST-0190,@cleanwellness,Reels,2026-01-28,21:15:00,16609,4208,3.87,"Disclosure in bio only",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-02-28,Jordan Ellis,UPDATE DISCLOSURE,Influencer agreement updated
POST-0191,@immunity_insider,TikTok,2026-01-21,20:00:00,86951,23621,3.83,"Platform Paid Partnership only",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-02-26,Casey Park,NONE,Formal notice issued
POST-0192,@holistic_health_hub,TikTok,2026-03-15,18:15:00,54286,18684,2.89,"No disclosure",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-20,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-0193,@nutriscience,Reels,2026-02-24,12:45:00,87989,33937,2.02,"Disclosure in bio only",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Formal notice issued
POST-0194,@nourishednaturally,Instagram,2026-01-25,17:45:00,39017,13973,0.82,"#ad buried as last hashtag",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-02-28,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-0195,@nourishednaturally,YouTube,2026-03-21,17:00:00,81415,30259,0.91,"Ad: at beginning",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-26,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0196,@wellnesswithjenna,YouTube,2026-03-16,21:15:00,50092,14385,1.92,"Disclosure in bio only",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-21,Jordan Ellis,UPDATE DISCLOSURE,Influencer agreement updated
POST-0197,@immunity_insider,Instagram,2026-01-08,08:00:00,38655,10005,2.55,"Ad: at beginning",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-02-13,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-0198,@cleanwellness,Instagram,2026-03-28,19:45:00,23084,6988,5.85,"Ad: at beginning",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Compliant - no action needed
POST-0199,@nutriscience,Instagram,2026-02-23,12:15:00,33291,13805,2.67,"Ad: at beginning",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-0200,@wellnesswithjenna,Instagram,2026-01-05,08:00:00,54461,19927,1.81,"Verbal only (video)",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-02-10,Jordan Ellis,NONE,Compliant - no action needed
POST-0201,@digestive_digest,Instagram,2026-01-19,09:15:00,83671,23259,5.94,"#ad first hashtag",COMPLIANT,"Gut health support (compliant with RCT)",Yes,0,2026-02-24,Sarah Chen,NONE,Influencer agreement updated
