company_id,company_name,industry_segment,notice_received_date,notice_type,violations_alleged,penalty_per_violation_usd,total_penalty_usd,resolution_type,resolution_date,consent_order_provisions,advertising_claims_flagged,evidence_standard_failed,disclosure_issues,status
CO-0083,Supplement Co. 83,weight_loss_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,voluntary_correction,2024-11-24,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed,RCT required but not available,NO,PENDING
CO-0084,Supplement Co. 84,weight_loss_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,voluntary_correction,2024-03-19,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; may help support (prohibited qualifier),RCT required but not available,NO,RESOLVED
CO-0085,Supplement Co. 85,energy_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,consent_order,2024-01-04,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement; insider reviews undisclosed,RCT required but not available,NO,PENDING
CO-0086,Supplement Co. 86,probiotic_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,consent_order,2024-12-28,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); clinically demonstrated without RCT; results not typical disclaimer; review suppression; undisclosed paid endorsement; Made in USA false claim; fake reviews; biodegradable false claim,RCT required but not available,YES,PENDING
CO-0087,Supplement Co. 87,probiotic_supplement,2023-04-15,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,consent_order,2024-05-19,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; preliminary studies (prohibited qualifier),RCT required but not available,NO,PENDING
CO-0088,Supplement Co. 88,immune_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,voluntary_correction,2024-10-02,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); undisclosed paid endorsement; clinically demonstrated without RCT; review suppression; may help support (prohibited qualifier); promising results (prohibited qualifier); scientifically proven without evidence,RCT required but not available,NO,PENDING
CO-0089,Supplement Co. 89,cognitive_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,voluntary_correction,2024-12-16,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; preliminary studies (prohibited qualifier),RCT required but not available,YES,PENDING
CO-0090,Supplement Co. 90,beauty_supplement,2023-04-15,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,consent_order,2024-08-07,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; insider reviews undisclosed; results not typical disclaimer,RCT required but not available,NO,PENDING
CO-0091,Supplement Co. 91,anti_aging_supplement,2023-04-15,Notice of Penalty Offenses (Substantiation),7,51744.0,155232.0,civil_penalty_settlement,2024-06-16,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; may help support (prohibited qualifier); insider reviews undisclosed; review suppression; Made in USA false claim; preliminary studies (prohibited qualifier); fake reviews,RCT required but not available,NO,PENDING
CO-0092,Supplement Co. 92,beauty_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,no_action_letter,2024-06-24,None,biodegradable false claim; scientifically proven without evidence; clinically demonstrated without RCT; undisclosed paid endorsement; fake reviews; preliminary studies (prohibited qualifier); Made in USA false claim; insider reviews undisclosed,RCT required but not available,NO,OPEN
CO-0093,Supplement Co. 93,weight_loss_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,consent_order,2024-04-08,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; insider reviews undisclosed; Made in USA false claim; promising results (prohibited qualifier); biodegradable false claim,RCT required but not available,NO,OPEN
CO-0094,Supplement Co. 94,digestive_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,voluntary_correction,2024-06-01,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); results not typical disclaimer; promising results (prohibited qualifier); fake reviews; may help support (prohibited qualifier); biodegradable false claim; review suppression,RCT required but not available,YES,PENDING
CO-0095,Supplement Co. 95,digestive_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,consent_order,2024-02-28,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; fake reviews; biodegradable false claim; review suppression; undisclosed paid endorsement,RCT required but not available,NO,PENDING
CO-0096,Supplement Co. 96,immune_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,ongoing_investigation,2024-02-15,Prohibition on further violations; compliance monitoring; consumer redress,results not typical disclaimer; clinically demonstrated without RCT; may help support (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0097,Supplement Co. 97,digestive_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,consent_order,2024-03-11,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim; clinically demonstrated without RCT; review suppression,RCT required but not available,NO,OPEN
CO-0098,Supplement Co. 98,beauty_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,no_action_letter,2024-04-21,None,review suppression; biodegradable false claim; results not typical disclaimer; Made in USA false claim; scientifically proven without evidence; clinically demonstrated without RCT; fake reviews; insider reviews undisclosed,RCT required but not available,YES,RESOLVED
CO-0099,Supplement Co. 99,digestive_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,voluntary_correction,2024-11-17,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); scientifically proven without evidence; review suppression; fake reviews; may help support (prohibited qualifier); Made in USA false claim; biodegradable false claim,RCT required but not available,NO,OPEN
CO-0100,Supplement Co. 100,energy_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),1,51744.0,51744.0,civil_penalty_settlement,2024-03-20,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement,RCT required but not available,NO,OPEN
CO-0101,Supplement Co. 101,probiotic_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,voluntary_correction,2024-12-15,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; biodegradable false claim; insider reviews undisclosed; clinically demonstrated without RCT; Made in USA false claim,RCT required but not available,YES,RESOLVED
CO-0102,Supplement Co. 102,energy_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-06-14,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier),RCT required but not available,YES,RESOLVED
CO-0103,Supplement Co. 103,digestive_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),7,51744.0,0.0,no_action_letter,2024-06-20,None,insider reviews undisclosed; clinically demonstrated without RCT; fake reviews; preliminary studies (prohibited qualifier); promising results (prohibited qualifier); review suppression; scientifically proven without evidence,RCT required but not available,NO,PENDING
CO-0104,Supplement Co. 104,weight_loss_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,consent_order,2024-11-10,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); review suppression; results not typical disclaimer,RCT required but not available,YES,OPEN
CO-0105,Supplement Co. 105,cognitive_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,consent_order,2024-11-13,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; results not typical disclaimer,RCT required but not available,NO,OPEN
CO-0106,Supplement Co. 106,immune_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,voluntary_correction,2024-08-22,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; preliminary studies (prohibited qualifier); review suppression; results not typical disclaimer; undisclosed paid endorsement,RCT required but not available,YES,OPEN
CO-0107,Supplement Co. 107,anti_aging_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,voluntary_correction,2024-09-14,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement; clinically demonstrated without RCT; preliminary studies (prohibited qualifier); insider reviews undisclosed; review suppression,RCT required but not available,NO,RESOLVED
CO-0108,Supplement Co. 108,cognitive_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,consent_order,2024-04-21,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement,RCT required but not available,YES,RESOLVED
CO-0109,Supplement Co. 109,weight_loss_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,consent_order,2024-01-22,Prohibition on further violations; compliance monitoring; consumer redress,scientifically proven without evidence; fake reviews; review suppression; may help support (prohibited qualifier); clinically demonstrated without RCT,RCT required but not available,YES,OPEN
CO-0110,Supplement Co. 110,cognitive_supplement,2023-04-14,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,no_action_letter,2024-12-25,None,promising results (prohibited qualifier); insider reviews undisclosed; scientifically proven without evidence; preliminary studies (prohibited qualifier); Made in USA false claim,RCT required but not available,YES,PENDING
CO-0111,Supplement Co. 111,energy_supplement,2023-04-24,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-12-21,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement; clinically demonstrated without RCT; scientifically proven without evidence; may help support (prohibited qualifier); insider reviews undisclosed; promising results (prohibited qualifier),RCT required but not available,YES,OPEN
