post_id,handle,platform,post_date,post_time_est,follower_count,impressions,engagement_rate,reach,clicks,link_clicks,saves,shares,comments,likes,disclosure_pattern,disclosure_type,disclosure_timing,compliance_status,health_claim_detected,health_claim_category,health_claim_compliant,violation_category,penalty_exposure_usd,review_date,reviewer,resolution_status,resolution_action,resolution_date,legal_hold,notes,campaign_id,content_type,paid_partnership_tag,verbal_disclosure,visual_disclosure
SUPP-0064,@supplementspro,YouTube,2026-03-13,08:00:00,91110,11950,5.35,10128,487,256,249,129,462,1235,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,§255.5,51744,2026-03-16,Alex Rivera (Ext.),OPEN,ESCALATE TO CCO,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-005,Live session,No,No,No
SUPP-0065,@vitalitycoach,Pinterest,2026-01-16,19:45:00,109285,19109,0.77,20037,207,49,479,286,677,1261,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,§255.5,51744,2026-02-19,Casey Park,PENDING,ESCALATE TO CCO,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-004,Blog post,No,No,No
SUPP-0066,@supplementspro,TikTok,2026-01-18,07:30:00,73981,17807,6.87,18425,721,206,112,150,581,2403,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,§255.5,51744,2026-02-21,Jordan Ellis,IN_REVIEW,OBTAIN LEGAL REVIEW,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-006,Long video (>60s),Yes,No,No
SUPP-0067,@nutriscience,Pinterest,2026-02-03,16:00:00,55733,29736,1.49,29673,749,284,205,330,261,905,"#ad at post beginning",adequate,pre-content,COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,None,0,2026-03-06,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-10,No,"Quarterly disclosure audit",CAMP-2026-015,Carousel,No,No,Yes
SUPP-0068,@vitamindiary,Snapchat,2026-02-26,09:30:00,51952,26804,1.25,23710,1109,572,322,284,131,2025,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-03-28,Jordan Ellis,PENDING,COMPLIANT - NO ACTION,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-018,Carousel,No,No,No
SUPP-0069,@nourishednaturally,Instagram,2026-02-17,23:15:00,79504,9103,4.64,8875,405,173,241,53,27,720,"Ad: at beginning",adequate,pre-content,COMPLIANT,"promising results in gut health (PROHIBITED: 'promising')",general_wellness,No,None,0,2026-03-20,Casey Park,RESOLVED,NONE,2026-03-24,No,"Influencer remediation tracking",CAMP-2026-012,Reel,No,No,Yes
SUPP-0070,@cleanwellness,Reels,2026-02-09,17:00:00,73833,7831,5.41,6423,463,119,106,106,284,498,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-03-12,Jordan Ellis,PENDING,COMPLIANT - NO ACTION,N/A,No,"Quarterly disclosure audit",CAMP-2026-006,Blog post,No,No,No
SUPP-0071,@wellnesswithjenna,YouTube,2026-03-19,13:15:00,96089,33889,3.25,31482,1479,389,184,44,862,4997,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,§255.5,51744,2026-03-22,Sarah Chen,PENDING,UPDATE DISCLOSURE,N/A,No,"Post-CEO-retraction review round",CAMP-2026-007,Carousel,No,No,No
SUPP-0072,@nutriscience,TikTok,2026-01-02,16:30:00,101466,18357,2.69,20050,575,249,417,101,80,1329,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,§255.5,51744,2026-02-05,Jordan Ellis,OPEN,COMPLIANT - NO ACTION,N/A,No,"Quarterly disclosure audit",CAMP-2026-009,Live session,No,No,Yes
SUPP-0073,@wellnesswithjenna,Reels,2026-01-11,12:45:00,78593,14156,4.13,13514,1046,230,331,29,471,567,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,None,0,2026-02-14,Sarah Chen,RESOLVED,NONE,2026-02-18,No,"Influencer remediation tracking",CAMP-2026-002,Long video (>60s),No,No,No
SUPP-0074,@wellnesswithjenna,TikTok,2026-03-12,11:45:00,38761,13575,5.21,12687,1046,179,28,13,484,768,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,§255.5,51744,2026-03-15,Alex Rivera (Ext.),OPEN,CONTRACT UPDATED,N/A,No,"Sarah Chen escalation review",CAMP-2026-017,Live session,No,No,No
SUPP-0075,@digestive_digest,Instagram,2026-01-16,08:45:00,109834,55549,1.42,61020,3078,434,710,646,575,4040,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"B. longum promotes digestive wellness (insufficient evidence - no human RCT)",health_efficacy,No,None,0,2026-02-19,Casey Park,RESOLVED,NONE,2026-02-23,No,"Casey Park pre-launch clearance",CAMP-2026-002,Reel,No,No,No
SUPP-0076,@cleanwellness,LinkedIn,2026-03-02,21:30:00,17158,3410,5.54,3012,138,25,35,40,49,337,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,None,0,2026-03-05,Casey Park,RESOLVED,NONE,2026-03-09,No,"Post-CEO-retraction review round",CAMP-2026-016,Live session,No,No,No
SUPP-0077,@microbiome_maven,LinkedIn,2026-03-28,17:45:00,37786,18065,4.55,18740,1166,672,125,127,533,708,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,§255.5,51744,2026-03-28,Sarah Chen,IN_REVIEW,UPDATE DISCLOSURE,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-015,Long video (>60s),No,No,No
SUPP-0078,@wellnesswithjenna,YouTube,2026-01-11,20:45:00,107550,48163,4.52,41199,556,176,984,462,688,4553,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,None,0,2026-02-14,Jordan Ellis,RESOLVED,NONE,2026-02-18,No,"Casey Park pre-launch clearance",CAMP-2026-002,Story,No,No,No
SUPP-0079,@immunity_insider,LinkedIn,2026-01-24,22:30:00,32193,3322,4.7,3038,114,57,14,12,54,317,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-02-27,Sarah Chen,IN_REVIEW,MONITORING,N/A,No,"Influencer remediation tracking",CAMP-2026-002,Static image,No,No,No
SUPP-0080,@vitamindiary,LinkedIn,2026-01-08,14:00:00,87958,16744,3.8,15101,1085,558,409,111,577,2067,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"Vitamin D3 supports immune function (compliant - RCT supported)",health_efficacy,Yes,§255.5,51744,2026-02-11,Casey Park,PENDING,ESCALATE TO CCO,N/A,No,"Influencer remediation tracking",CAMP-2026-007,Short video (<60s),No,No,No
SUPP-0081,@vitalitycoach,Facebook,2026-03-13,20:30:00,49402,16937,2.46,14768,374,94,431,152,165,1261,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Doctor-Formulated for immunity (REQUIRES substantiation per revised audit letter)",general_wellness,No,§255.5,51744,2026-03-16,Alex Rivera (Ext.),PENDING,ESCALATE TO CCO,N/A,No,"Influencer remediation tracking",CAMP-2026-005,Short video (<60s),No,No,No
SUPP-0082,@immunity_insider,YouTube,2026-01-20,12:00:00,100253,13845,3.19,13091,825,159,395,173,392,1725,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-02-23,Alex Rivera (Ext.),IN_REVIEW,ESCALATE TO CCO,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-015,Short video (<60s),Yes,No,No
SUPP-0083,@probiotic_life,LinkedIn,2026-03-11,23:15:00,12964,4082,7.18,3665,163,91,120,9,117,242,"Ad: at beginning",adequate,pre-content,COMPLIANT,"Supports immune health (compliant with RCT)",health_efficacy,Yes,None,0,2026-03-14,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-18,No,"Influencer remediation tracking",CAMP-2026-011,Reel,No,No,Yes
SUPP-0084,@wellnesswithjenna,Reels,2026-02-04,15:15:00,94310,39625,6.26,37955,2278,311,388,57,518,1887,"Ad: at beginning",adequate,pre-content,COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,None,0,2026-03-07,Sarah Chen,RESOLVED,NONE,2026-03-11,No,"Sarah Chen escalation review",CAMP-2026-009,Static image,No,No,Yes
SUPP-0085,@digestive_digest,Twitter/X,2026-02-02,07:15:00,44973,9688,2.07,7847,163,79,84,21,153,914,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,§255.5,51744,2026-03-05,Casey Park,PENDING,MONITORING,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-006,Carousel,No,No,No
SUPP-0086,@supplementspro,Twitter/X,2026-01-06,21:00:00,64899,29965,0.74,27049,1298,183,652,190,60,1639,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,§255.5,51744,2026-02-09,Casey Park,PENDING,COMPLIANT - NO ACTION,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-016,Static image,No,No,No
SUPP-0087,@cleanwellness,Snapchat,2026-01-12,08:15:00,40522,14123,1.64,15165,199,91,414,17,514,1055,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-02-15,Jordan Ellis,OPEN,INFLUENCER NOTIFIED,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-011,Podcast mention,No,No,No
SUPP-0088,@digestive_digest,Twitter/X,2026-02-26,15:30:00,51214,19154,6.14,14845,713,215,401,183,191,1826,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,§255.5,51744,2026-03-28,Sarah Chen,PENDING,UPDATE DISCLOSURE,N/A,No,"Influencer remediation tracking",CAMP-2026-018,Long video (>60s),No,No,No
SUPP-0089,@vitamindiary,LinkedIn,2026-01-21,12:45:00,94607,28104,0.79,29354,1140,604,560,243,143,3338,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"B. longum promotes digestive wellness (insufficient evidence - no human RCT)",health_efficacy,No,§255.5,51744,2026-02-24,Casey Park,PENDING,CONTRACT UPDATED,N/A,No,"Sarah Chen escalation review",CAMP-2026-010,Carousel,No,No,No
SUPP-0090,@nourishednaturally,YouTube,2026-03-05,17:00:00,48121,22347,6.4,19987,178,50,428,111,459,2636,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-03-08,Sarah Chen,OPEN,INFLUENCER NOTIFIED,N/A,No,"Sarah Chen escalation review",CAMP-2026-018,Static image,No,No,No
SUPP-0091,@wellnesswithjenna,Instagram Stories,2026-03-25,12:30:00,94240,51693,0.97,36330,1700,752,425,280,1786,7286,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-03-28,Alex Rivera (Ext.),OPEN,COMPLIANT - NO ACTION,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-019,Carousel,No,No,No
SUPP-0092,@nutriscience,Twitter/X,2026-03-11,09:30:00,13324,3080,6.07,2904,130,73,5,17,32,334,"Verbal only (video)",adequate,pre-content,COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,None,0,2026-03-14,Sarah Chen,RESOLVED,NONE,2026-03-18,No,"Quarterly disclosure audit",CAMP-2026-013,Blog post,No,Yes,No
SUPP-0093,@vitamindiary,LinkedIn,2026-02-09,07:15:00,19937,6240,5.42,5767,357,92,22,83,93,529,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-03-12,Sarah Chen,PENDING,INFLUENCER NOTIFIED,N/A,No,"Quarterly disclosure audit",CAMP-2026-004,Carousel,No,No,No
SUPP-0094,@digestive_digest,Reels,2026-03-02,10:45:00,118813,58956,0.91,43716,1458,574,1482,770,1464,2112,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,§255.5,51744,2026-03-05,Alex Rivera (Ext.),IN_REVIEW,UPDATE DISCLOSURE,N/A,No,"Post-CEO-retraction review round",CAMP-2026-015,Long video (>60s),No,No,Yes
SUPP-0095,@nutriscience,Instagram Stories,2026-01-18,19:30:00,43426,18814,7.1,14954,752,165,358,158,687,1981,"Ad: at beginning",adequate,pre-content,COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,None,0,2026-02-21,Sarah Chen,RESOLVED,NONE,2026-02-25,No,"Supplemental audit batch March 2026",CAMP-2026-009,Blog post,No,No,Yes
SUPP-0096,@cleanwellness,Facebook,2026-02-16,19:00:00,49190,10139,4.29,7713,173,100,61,20,67,456,"#ad at post beginning",adequate,pre-content,COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,None,0,2026-03-19,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-23,No,"Quarterly disclosure audit",CAMP-2026-013,Blog post,No,No,Yes
SUPP-0097,@vitamindiary,Facebook,2026-03-07,11:00:00,75190,33441,2.94,31964,1490,765,163,171,988,1998,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Vitamin D3 supports immune function (compliant - RCT supported)",health_efficacy,Yes,§255.5,51744,2026-03-10,Sarah Chen,PENDING,INFLUENCER NOTIFIED,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-003,Blog post,No,No,No
SUPP-0098,@digestive_digest,Pinterest,2026-02-27,09:45:00,81019,42929,4.02,44690,3014,1152,688,473,1462,5142,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"B. longum promotes digestive wellness (insufficient evidence - no human RCT)",health_efficacy,No,§255.5,51744,2026-03-28,Alex Rivera (Ext.),OPEN,UPDATE DISCLOSURE,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-005,Reel,No,No,Yes
SUPP-0099,@fitandfueled,Twitter/X,2026-02-06,08:15:00,79046,9546,5.73,6794,710,150,175,72,157,685,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"Vitamin D3 supports immune function (compliant - RCT supported)",health_efficacy,Yes,§255.5,51744,2026-03-09,Alex Rivera (Ext.),IN_REVIEW,ESCALATE TO CCO,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-010,Long video (>60s),No,No,No
SUPP-0100,@cleanwellness,YouTube,2026-02-24,10:00:00,70364,34103,3.97,31820,1439,691,136,460,937,2694,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,§255.5,51744,2026-03-27,Casey Park,OPEN,UPDATE DISCLOSURE,N/A,No,"Influencer remediation tracking",CAMP-2026-012,Short video (<60s),Yes,No,No
SUPP-0101,@nourishednaturally,LinkedIn,2026-03-14,23:45:00,107952,12290,4.53,11968,522,265,229,149,174,1608,"Ad: at beginning",adequate,pre-content,COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,None,0,2026-03-17,Sarah Chen,RESOLVED,NONE,2026-03-21,No,"Supplemental audit batch March 2026",CAMP-2026-012,Long video (>60s),No,No,Yes
SUPP-0102,@holistic_health_hub,YouTube,2026-03-20,19:15:00,99501,43910,1.54,44630,3191,1672,153,523,1734,6245,"Ad: at beginning",adequate,pre-content,COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,None,0,2026-03-23,Casey Park,RESOLVED,NONE,2026-03-27,No,"Post-update-1 compliance sweep",CAMP-2026-013,Short video (<60s),No,No,Yes
SUPP-0103,@nutriscience,Twitter/X,2026-03-03,12:45:00,59677,27616,4.33,24001,551,284,466,181,352,2355,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,§255.5,51744,2026-03-06,Alex Rivera (Ext.),PENDING,COMPLIANT - NO ACTION,N/A,No,"Sarah Chen escalation review",CAMP-2026-015,Reel,No,No,No
SUPP-0104,@fitandfueled,Reels,2026-01-28,12:30:00,101626,47442,0.7,35576,756,100,1351,413,1584,3238,"#ad at post beginning",adequate,pre-content,COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,None,0,2026-02-28,Sarah Chen,RESOLVED,NONE,2026-02-28,No,"Post-update-1 compliance sweep",CAMP-2026-002,Story,No,No,Yes
SUPP-0105,@nourishednaturally,Snapchat,2026-01-05,18:15:00,57458,10515,1.64,10356,779,276,228,82,228,429,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-02-08,Sarah Chen,PENDING,OBTAIN LEGAL REVIEW,N/A,No,"Post-CEO-retraction review round",CAMP-2026-009,Podcast mention,No,No,No
SUPP-0106,@vitamindiary,Instagram,2026-03-11,20:00:00,34128,17324,3.94,18241,589,197,391,251,629,2508,"Ad: at beginning",adequate,pre-content,COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,None,0,2026-03-14,Casey Park,RESOLVED,NONE,2026-03-18,No,"Post-CEO-retraction review round",CAMP-2026-004,Short video (<60s),No,No,Yes
SUPP-0107,@microbiome_maven,Snapchat,2026-01-28,21:45:00,41908,15396,6.02,15075,542,251,277,136,448,2153,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"B. longum promotes digestive wellness (insufficient evidence - no human RCT)",health_efficacy,No,§255.5,51744,2026-02-28,Jordan Ellis,OPEN,CONTRACT UPDATED,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-015,Reel,No,No,No
SUPP-0108,@probiotic_life,Snapchat,2026-01-03,07:45:00,101115,41476,5.65,33885,1252,560,381,94,1545,4894,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-02-06,Sarah Chen,OPEN,UPDATE DISCLOSURE,N/A,No,"Sarah Chen escalation review",CAMP-2026-008,Podcast mention,Yes,No,No
SUPP-0109,@nourishednaturally,Snapchat,2026-01-13,08:45:00,47472,19579,5.94,17863,1329,133,550,20,448,1948,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"Clinically demonstrated to enhance immunity (PROHIBITED: requires RCT for all ingredients)",health_efficacy,No,§255.5,51744,2026-02-16,Casey Park,IN_REVIEW,INFLUENCER NOTIFIED,N/A,No,"Influencer remediation tracking",CAMP-2026-011,Blog post,No,No,Yes
SUPP-0110,@immunity_insider,Reels,2026-03-23,09:30:00,33408,13669,6.96,14188,548,58,15,96,108,996,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"Supports immune health (compliant with RCT)",health_efficacy,Yes,§255.5,51744,2026-03-26,Sarah Chen,PENDING,REMOVE CLAIM,N/A,No,"Influencer remediation tracking",CAMP-2026-002,Live session,No,No,No
SUPP-0111,@fitandfueled,Instagram,2026-03-08,08:00:00,94383,23255,1.24,24783,1491,371,368,341,220,2184,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-03-11,Sarah Chen,PENDING,CONTRACT UPDATED,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-011,Short video (<60s),Yes,No,No
SUPP-0112,@vitalitycoach,Instagram Stories,2026-01-15,21:00:00,101280,22371,6.13,24194,1377,805,239,227,530,2743,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"Supports immune health (compliant with RCT)",health_efficacy,Yes,§255.5,51744,2026-02-18,Casey Park,IN_REVIEW,ESCALATE TO CCO,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-012,Static image,No,No,No
SUPP-0113,@wellnesswithjenna,LinkedIn,2026-02-12,13:45:00,101232,43217,2.8,41262,2412,951,133,337,541,1386,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-03-15,Jordan Ellis,PENDING,ESCALATE TO CCO,N/A,No,"Quarterly disclosure audit",CAMP-2026-015,Reel,No,No,No
